Tweet,Message/tweets,match,polarity
909,RT Some good news to cheer you upKorea and China are recovering Vietnam had their cases under control until British tourists spread it again but I think they can manage it A Philippine university invented a testing kit that can give results in just 2 hrs and for less than 30,good,Positive
910,RT My spouse pointed out when I wondered whether Zoom could handle every university class in the country that I could always switch to meeting my students within World of Warcraft because the MMORPGs are definitely equipped to handle this kind of traffic,,Neutral
911,RT BREAKING Alabama State University advises students not to return to campus after spring break Online or other alternative delivery methods will be used to complete courses,break,Negative
912,RT Ever felt safe and supported by your university,safe,Positive
913,Attention college and university students sell toilet paper to idiots to pay for your tuition,idiots,Negative
914,RT Researchers from the University of Tennessee reportedly have discovered a chemical compound that soon will be further tested and ultimately could lead to a possible cure for coronavirus FREE via RyanCallahan247,lead,Positive
915,RT LSU makes some people better Some people make LSU better Skylar made LSU better In every way Overcame eve,better,Positive
916,RT The University is 100 protected from COVID19 thanks to Duo TwoFactor Authorization,,Neutral
917,RT Some good news to cheer you upKorea and China are recovering Vietnam had their cases under control until British tourists spread it again but I think they can manage it A Philippine university invented a testing kit that can give results in just 2 hrs and for less than 30,good,Positive
918,RT My spouse pointed out when I wondered whether Zoom could handle every university class in the country that I could always switch to meeting my students within World of Warcraft because the MMORPGs are definitely equipped to handle this kind of traffic,,Neutral
919,RT we at Da Crib University fr now,,Neutral
920,RT My spouse pointed out when I wondered whether Zoom could handle every university class in the country that I could always switch to meeting my students within World of Warcraft because the MMORPGs are definitely equipped to handle this kind of traffic,,Neutral
921,RT In response to COVID19 The University of Texas at Austin will be having graduation online via club penguin,,Neutral
922,RT Update,,Neutral
923,RT There are reports that Trudeau went into self isolation due to COVID19 but its more likely that he went into hi,isolation,Negative
924,ZachTaranto4 Zach university leaders continue to meet daily to discuss this evolving situation and are making dec,,Neutral
925,Shout out to Canada And why you shouldnt cut healthcare funding,,Neutral
926,5 jobs5 tags before teaching1 Biway2 Night Auditor Prince George3 Travel Agent4 Tech SupportAdmissions Dalhousie University5 Admin Coordinator Capital Health MrsDLloyd mmejenn Lkennedy37 AnneLeBlanc2 MsSinclairEd,,Neutral
927,Dalhousie Tigers w defeats Wilfrid Laurier Hawks w 83 in Draw 5 of the 2020 U SPORTS University Curling Championships curling curlingcanada,defeats,Positive
928,RT Climate change is one of the biggest issues of our time Come and hear what research is taking place across the University in our bid to find solutions and fight against it Sat 14 March 6pm Dalhousie Building,issues,Negative
929,RT Climate change is one of the biggest issues of our time Come and hear what research is taking place across the University in our bid to find solutions and fight against it Sat 14 March 6pm Dalhousie Building,issues,Negative
930,Climate change is one of the biggest issues of our time Come and hear what research is taking place across the University in our bid to find solutions and fight against it Sat 14 March 6pm Dalhousie Building,issues,Negative
931,RT The Department of Pharmacology at Dalhousie University is seeking an AssistantAssociate Professor of Pharmacology Tenure Stream preferably in research areas such as personalized medicine and pharmacogenomics,preferably,Positive
932,The Department of Pharmacology at Dalhousie University is seeking an AssistantAssociate Professor of Pharmacology Tenure Stream preferably in research areas such as personalized medicine and pharmacogenomics,preferably,Positive
933,Dalhousie Tigers m defeats Brandon Bobcats m 98 in Draw 4 of the 2020 U SPORTS University Curling Championships curling curlingcanada,defeats,Positive
934,RT WATCH We chat with Associate Professor Melissa Andrew Division of Geriatric Medicine at Dalhousie University about the newly formed COVID19 Research Network at Dal DalhousieU,,Neutral
935,Jason Ellsworth Dalhousie University Rolls of Love Food Insecurity Vulnerable Populations and Buddhist Food Programs Jessica Johnson,,Neutral
936,RT Researchers at Dalhousie University working on vaccines anti viral drugs and other elements of the new coronavirus are asking for financial support from the public to help fund their efforts,support,Positive
937,RT Alma Houston Arnakutaaq and Sam Houston Tellik Inlet NWT 1960Photo Rosemary Gilliat EatonUniversity of Dalhousie Archives,,Neutral
938,Alberta Panda w defeats Dalhousie Tigers w 92 in Draw 3 of the 2020 U SPORTS University Curling Championships curling curlingcanada,defeats,Positive
939,RT Alma Houston Arnakutaaq and Sam Houston Tellik Inlet NWT 1960Photo Rosemary Gilliat EatonUniversity of Dalhousie Archives,,Neutral
940,RT Alma Houston Arnakutaaq and Sam Houston Tellik Inlet NWT 1960Photo Rosemary Gilliat EatonUniversity of Dalhousie Archives,,Neutral
941,RT am i the only one that doesnt want my university to go to online courses i didnt sign up to take online course,,Neutral
942,RT The University is 100 protected from COVID19 thanks to Duo TwoFactor Authorization,,Neutral
943,RT The University is 100 protected from COVID19 thanks to Duo TwoFactor Authorization,,Neutral
944,RT She got a 27 cuz she be on tour and one of the top artist in the world Yall got a 26 cuz yall smoke weed all d,top,Positive
945,RT She got a 27 cuz she be on tour and one of the top artist in the world Yall got a 26 cuz yall smoke weed all d,top,Positive
946,Alma Houston Arnakutaaq and Sam Houston Tellik Inlet NWT 1960Photo Rosemary Gilliat EatonUniversity of Dalhousie Archives,,Neutral
947,RT Yesterday OERA was lucky to be able to watch Dalhousie Universitys Department of Earth and Environmental Sciences students present on the subject of their recent geological field trip to Trinidad Well presented DalhousieU DalScience NSEnergyMines,lucky,Positive
948,Dalhousie University,,Neutral
949,RT WATCH We chat with Associate Professor Melissa Andrew Division of Geriatric Medicine at Dalhousie University about the newly formed COVID19 Research Network at Dal DalhousieU,,Neutral
950,New course Become a Master Presenter by Dalhousie University Learn more,,Neutral
951,Arts Centre New Addition TP 3S Hard Tile Resilient Flooring amp Carpet Dalhousie University nsmash,,Neutral
952,RT WATCH We chat with Associate Professor Melissa Andrew Division of Geriatric Medicine at Dalhousie University about the newly formed COVID19 Research Network at Dal DalhousieU,,Neutral
953,The Canadian Center for Vaccinology Dalhousie University is conducting a research study at the IWK for 1921 year olds,,Neutral
954,RT WATCH We chat with Associate Professor Melissa Andrew Division of Geriatric Medicine at Dalhousie University about the newly formed COVID19 Research Network at Dal DalhousieU,,Neutral
955,RT WATCH We chat with Associate Professor Melissa Andrew Division of Geriatric Medicine at Dalhousie University about the newly formed COVID19 Research Network at Dal DalhousieU,,Neutral
956,RT Yesterday OERA was lucky to be able to watch Dalhousie Universitys Department of Earth and Environmental Sciences students present on the subject of their recent geological field trip to Trinidad Well presented DalhousieU DalScience NSEnergyMines,lucky,Positive
957,RT WATCH We chat with Associate Professor Melissa Andrew Division of Geriatric Medicine at Dalhousie University about the newly formed COVID19 Research Network at Dal DalhousieU,,Neutral
958,WATCH We chat with Associate Professor Melissa Andrew Division of Geriatric Medicine at Dalhousie University about the newly formed COVID19 Research Network at Dal DalhousieU,,Neutral
959,Arts Centre New Addition TP 3Z Solar Energy Electrical Power Generation System Photovoltaic Dalhousie University nsmash,,Neutral
960,RT Researchers at Dalhousie University working on vaccines anti viral drugs and other elements of the new coronavirus are asking for financial support from the public to help fund their efforts,support,Positive
961,RT The Medical Officer of Healths advice for residents amp event organizers is to conduct a risk assessment before plan,risk,Negative
962,RT CP24 hes been self isolating since he got elected hasnt heCOVID19 Canada Trudeau,,Neutral
963,Yesterday OERA was lucky to be able to watch Dalhousie Universitys Department of Earth and Environmental Sciences students present on the subject of their recent geological field trip to Trinidad Well presented DalhousieU DalScience NSEnergyMines,lucky,Positive
964,The first Saturday Series event of 2020 takes place on 14 March Well be looking at the different areas of research taking place across the University that are working to find solutions to the growing climate emergency Join us at 6pm in the Dalhousie Building,emergency,Negative
965,Brock Badgers m defeats Dalhousie Tigers m 311 in Draw 2 of the 2020 U SPORTS University Curling Championships curling curlingcanada,defeats,Positive
966,Dalhousie Tigers m defeats Brock Badgers m 113 in Draw 2 of the 2020 U SPORTS University Curling Championships curling curlingcanada,defeats,Positive
967,DreamfyreOW Eclipse22 The fate of the event is in the hands of Dalhousie University so in the meantime just wash your hands cough in your sleeves and dont touch all the apples in the grocery store,,Neutral
968,RT Researchers at Dalhousie University working on vaccines anti viral drugs and other elements of the new coronavirus are asking for financial support from the public to help fund their efforts,support,Positive
969,MzShaunaMac Hey old friend Its me Fiona Smith from Dalhousie University back in the day hoping to reconnect,,Neutral
970,McMaster Marauders w defeats Dalhousie Tigers w 124 in Draw 1 of the 2020 U SPORTS University Curling Championships curling curlingcanada,defeats,Positive
971,RT Researchers at Dalhousie University working on vaccines anti viral drugs and other elements of the new coronavirus are asking for financial support from the public to help fund their efforts,support,Positive
972,RT The Schulich School of Law Dalhousie University invites applications for the position of Director of the Indigenous Blacks and Mikmaq Initiative Learn more and apply CDNdiversity SchulichLaw,,Neutral
973,DerPuttin Lumberist joehunglo Wowk67 motoluvr 5 facts 5 tags1I really am super positive2I identify as blonde but really am not3I have a degree in Political Science from Dalhousie University I do not use4tattoos 5Im worried about my country ByronBergren BMadigin BabblingIdjit KolbyRizzo PeterHallinan1,super,Positive
974,RT The Schulich School of Law Dalhousie University invites applications for the position of Director of the Indigenous Blacks and Mikmaq Initiative Learn more and apply CDNdiversity SchulichLaw,,Neutral
975,The Schulich School of Law Dalhousie University invites applications for the position of Director of the Indigenous Blacks and Mikmaq Initiative Learn more and apply CDNdiversity SchulichLaw,,Neutral
976,Were so excited to announce that Dalhousie University is our 2020 TEAwards Lunch Sponsor Thank you for helping us bring our conference to life we cant wait to see you all there DalMCS,excited,Positive
977,RT Researchers at Dalhousie University working on vaccines anti viral drugs and other elements of the new coronavirus are asking for financial support from the public to help fund their efforts,support,Positive
978,RT Following recent developments and in consideration of the safety and wellbeing of Mikus fans and touring staff am,wellbeing,Positive
979,RT From Pittsburgh to Wilkinsburg to Woodland Hills from Indiana University of Pennsylvania to the Community Colleg,,Neutral
980,RT From Year 1 gt 4Its been a hell of a ride to say the leastCant put into words how much representing this,hell,Negative
981,RT Hockey Canada Board of Directors has made the decision to cancel all Hockey Canada sanctioned activities effective,effective,Positive
982,Ontario to close all public schools for two weeks after March break coronavirus,break,Negative
983,Big Yellow Taxi is a song written composed and originally recorded by Canadian singersongwriter Joni Mitchell,,Neutral
984,RT Tonight Im hosting Dalhousie Universitys 3Minute Thesis competition again this yearOr as I call it the annual Bretteveryoneinthisroomissmarterthanyou competition,,Neutral
985,Researchers at Dalhousie University working on vaccines anti viral drugs and other elements of the new coronavirus are asking for financial support from the public to help fund their efforts,support,Positive
986,RT Tonight Im hosting Dalhousie Universitys 3Minute Thesis competition again this yearOr as I call it the annual Bretteveryoneinthisroomissmarterthanyou competition,,Neutral
987,Tonight Im hosting Dalhousie Universitys 3Minute Thesis competition again this yearOr as I call it the annual Bretteveryoneinthisroomissmarterthanyou competition,,Neutral
988,RT Dalhousie University before charging me 10000 more in tuition than Canadian students,,Neutral
989,RT Gender equality trailblazer Rita Orji of Dalhousie University and other experts shared their thoughts on how to better support women in STEM fields at a symposium hosted by McMaster UniversityRead here AXSource IWD2020 EachForEqual WomeninSTEM,better,Positive
990,Gender equality trailblazer Rita Orji of Dalhousie University and other experts shared their thoughts on how to better support women in STEM fields at a symposium hosted by McMaster UniversityRead here AXSource IWD2020 EachForEqual WomeninSTEM,better,Positive
991,RT Dalhousie University before charging me 10000 more in tuition than Canadian students,,Neutral
992,RT DalhousieU Are you excited for this years Dalhousie Conference on University Teaching amp Learning You can bet we are Meet Dr Bryan Dewsbury BMDewsbury this years keynote speaker Register here DCUTL20,excited,Positive
993,DalhousieU Are you excited for this years Dalhousie Conference on University Teaching amp Learning You can bet we are Meet Dr Bryan Dewsbury BMDewsbury this years keynote speaker Register here DCUTL20,excited,Positive
994,BransfieldRob AndrewScheer So you condone the SNC scandal You condone blackface You are ok with breaching ethics twice Funny how many people from Nova Scotia went to Alberta to work during the hot economy then moved home and voted Liberal how about people applauding Omar Khadr at Dalhousie university,scandal,Negative
995,RT Dalhousie University before charging me 10000 more in tuition than Canadian students,,Neutral
996,RT Dalhousie University before charging me 10000 more in tuition than Canadian students,,Neutral
997,RT Dalhousie University before charging me 10000 more in tuition than Canadian students,,Neutral
998,Attention Dalhousie University students The Summer Residence application is now available Apply now to stay in Dal Residence for the summer Visit to find out more and how to apply,available,Positive
999,So where should I transfer to,,Neutral
1000,RT Some good news to cheer you upKorea and China are recovering Vietnam had their cases under control until British,good,Positive
1001,RT Canada set to declare plastic toxic so they can ban various itemsBUT plastic is not t,toxic,Negative
1002,RT am i the only one that doesnt want my university to go to online courses i didnt sign up to take online course,,Neutral
1003,RT My spouse pointed out when I wondered whether Zoom could handle every university class in the country that I coul,,Neutral
1004,MollyJongFast Weird hospitals are testing in Canada Oh wait their Prime Minister doesnt mislead 100 of the ti,mislead,Negative
1005,RT HOCKEY CANADA STATEMENT IN RESPONSE TO CORONAVIRUS COVID19MORE,,Neutral
1006,RT She got a 27 cuz she be on tour and one of the top artist in the world Yall got a 26 cuz yall smoke weed all d,top,Positive
1007,RT Wow dean of University of Washington medical school is asking qualified graduate students to pause their research,qualified,Positive
1008,ykomska College of Charleston same thing classes online dorms open or theyll help u get home public university,,Neutral
1009,HECKYA Congrats Coop so proud happy excited for you,proud,Positive
1010,RT She got a 27 cuz she be on tour and one of the top artist in the world Yall got a 26 cuz yall smoke weed all d,top,Positive
1011,RT Just talked to family in Canada Everyone with coronavirus symptoms getting tested No wait period Seems to be le,symptoms,Negative
1012,How is Coronavirus or COVID19 affecting day to day life For Dalhousie University student Allison Inkpen its parties ukc3005 coronavirus,,Neutral
1013,RT Dalhousie University before charging me 10000 more in tuition than Canadian students,,Neutral
1014,Dalhousie university,,Neutral
1015,RT Dalhousie University before charging me 10000 more in tuition than Canadian students,,Neutral
1016,RT Dalhousie University before charging me 10000 more in tuition than Canadian students,,Neutral
1017,RT Dalhousie University before charging me 10000 more in tuition than Canadian students,,Neutral
1018,RT Dalhousie University before charging me 10000 more in tuition than Canadian students,,Neutral
1019,RT Dalhousie University before charging me 10000 more in tuition than Canadian students,,Neutral
1020,My alma mater Dalhousie University researchers get 19M to study coronavirus CBC News,,Neutral
1021,The Ultimate Easter Basket with the best variety of Easter treats sweetjanes easterbasket april12 momsanddads easterbasketsforadults university dalhousie smu acadiadenali dalali stmarysuniversity,best,Positive
1022,With the victory Carleton has won nine of the last 10 national titles and 15 overall the most in Canadian university history,victory,Positive
1023,Wow Mom they are still denying the existence of Ghosts at Dalhousie University What would William Shakspear Do Palindrome was Williams brother,denying,Negative
1024,Dalhousie University before charging me 10000 more in tuition than Canadian students,,Neutral
1025,More than 80 grad student researchers are competing for Dals 3 Minute Thesis title Come to the competition finals March 11th at the SUB and see which researchers reign supreme Dalhousie University Faculty of Graduate Studies Learn more,supreme,Positive
1026,I was happy to attend a celebration for Grace Evans and Sarah Dobson in honour of their new book On Their Shoulders The Women Who Have Paved the Way in Nova Scotia Politics at Dalhousie Universitys Shirreff,happy,Positive
1027,RT Thanks to everyone that has helped me along the way to where I am today Excited to announce I have committed to He,helped,Positive
1028,RT Some good news to cheer you upKorea and China are recovering Vietnam had their cases under control until British,good,Positive
1029,CIAYale University Medical School DrJerry DrCecilYale University Medical School DrMichael OlverYale Unive,,Neutral
1030,brucefanjoy DalhousieU Coming from the Maritimes and moving to Ottawa I never quite understood the strange pronounciation here Dalhousie University amp Dalhousie NB normal Dalhousie Street Ottawa weird,strange,Negative
1031,Congratulations to Carleton Universitys Mens Basketball team on another national championship,,Neutral
1032,RT Dr Sharon Kehoe 2019 Alumni Wall Recipient at the DCUAlumniAwards Sharon is Programming Director for RampD at ABK Biomedical Inc and Associate Professor at the Department of Applied Oral Sciences in Dalhousie University CanadaIWD2020DCUEngineering,,Neutral
1033,The Carleton Ravens are once again the Canadian university mens basketball champions,,Neutral
1034,RT Dalhousie University lose to the Carleton Ravens to take the silver medal at the Mens USports Basketball Championships DalTigers USPORTSca Final 7465,lose,Negative
1035,RT Carleton Ravens rally to win the 15th national university basketball title defeating the Dalhousie Tigers 7465 in Ottawa on Sunday night,win,Positive
1036,RT Dalhousie University lose to the Carleton Ravens to take the silver medal at the Mens USports Basketball Championships DalTigers USPORTSca Final 7465,lose,Negative
1037,Dalhousie University lose to the Carleton Ravens to take the silver medal at the Mens USports Basketball Championships DalTigers USPORTSca Final 7465,lose,Negative
1038,Carleton Ravens rally to win the 15th national university basketball title defeating the Dalhousie Tigers 7465 in Ottawa on Sunday night,win,Positive
1039,Watching Carleton vs Dalhousie in the Canadian university mens basketball championship and while were grateful cbcsports is streaming the game why isnt this on national TV,grateful,Positive
1040,Dalhousie Tigers using their height advantage to good effect taking a 3624 lead over the Carleton Ravens into halftime of the Canadian university mens basketball championship final usports cdnhoops,advantage,Positive
1041,Dalhousie Tigers leading Carleton Ravens 1513 after first quarter of mens championship game at U Sports Final 8 university basketball championship in Ottawa usports cdnhoops,leading,Positive
1042,Upcoming Leadership course by Dalhousie University Public Sector Leadership amp Ethics,,Neutral
1043,glevonian willmenaker University of Kings College has a world renowned journalism program at a fraction of the cost of like NYU and other US equivalents I get that Dalhousie has an epic party school reputation for better or worse,renowned,Positive
1044,One of our Policy Hack partners Dalhousie University doing big things in the STEM area FYNFLNNS IPACNovaScotia GoverNEXT,,Neutral
1045,University of Nebraska OmahaUniversity of ToledoMontana State University BozemanCalifornia State,,Neutral
1046,RT The University is 100 protected from COVID19 thanks to Duo TwoFactor Authorization,,Neutral
1047,hartluck Omg that so much fun I love fishing come to Canada I will being the family fishing,fun,Positive
1048,RT am i the only one that doesnt want my university to go to online courses i didnt sign up to take online course,,Neutral
1049,RT Canadafuck yeah,,Neutral
1050,RT She got a 27 cuz she be on tour and one of the top artist in the world Yall got a 26 cuz yall smoke weed all d,top,Positive
1051,RT WaytowichNeil The conservatives like ErinOTooleMP promote this kind of misinformation Otoole was shared an offensive post regarding the dalhousie university appearance where he spoke about being a child soldier,like,Positive
1052,Dr Sharon Kehoe 2019 Alumni Wall Recipient at the DCUAlumniAwards Sharon is Programming Director for RampD at ABK Biomedical Inc and Associate Professor at the Department of Applied Oral Sciences in Dalhousie University CanadaIWD2020DCUEngineering,,Neutral
1053,WaytowichNeil The conservatives like ErinOTooleMP promote this kind of misinformation Otoole was shared an offensive post regarding the dalhousie university appearance where he spoke about being a child soldier,like,Positive
1054,needhelp about becoming one of the citizens of Canada checkout this event happening at DALHOUSIE University dal this week in halifax novascotia,,Neutral
1055,RT Our next meeting is on Wednesday 11th March from 7pm to 9pm in Room 2S02 of the Dalhousie Building at Dundee University Wed be happy to see you there,happy,Positive
1056,RT Happy International Womens Day I am very fortunate to have the privilege and opportunity to coach and work with so many amazing and outstanding women at Dalhousie University and DalTigers WVB program Tremendous leaders and people that make a difference thankyou,fortunate,Positive
1057,Happy International Womens Day I am very fortunate to have the privilege and opportunity to coach and work with so many amazing and outstanding women at Dalhousie University and DalTigers WVB program Tremendous leaders and people that make a difference thankyou,fortunate,Positive
1058,RT ICYMI womennspolitics will launch their scholarship fund and discuss their upcoming book examining all 50 women elected to the Nova Scotia legislature at Shirreff Hall at Dalhousie University from 2 to 4 pm IWD2020 halifax,,Neutral
1059,Our next meeting is on Wednesday 11th March from 7pm to 9pm in Room 2S02 of the Dalhousie Building at Dundee University Wed be happy to see you there,happy,Positive
1060,RT ICYMI womennspolitics will launch their scholarship fund and discuss their upcoming book examining all 50 women elected to the Nova Scotia legislature at Shirreff Hall at Dalhousie University from 2 to 4 pm IWD2020 halifax,,Neutral
1061,RT ICYMI womennspolitics will launch their scholarship fund and discuss their upcoming book examining all 50 women elected to the Nova Scotia legislature at Shirreff Hall at Dalhousie University from 2 to 4 pm IWD2020 halifax,,Neutral
1062,RT ICYMI womennspolitics will launch their scholarship fund and discuss their upcoming book examining all 50 women elected to the Nova Scotia legislature at Shirreff Hall at Dalhousie University from 2 to 4 pm IWD2020 halifax,,Neutral
1063,RT ICYMI womennspolitics will launch their scholarship fund and discuss their upcoming book examining all 50 women elected to the Nova Scotia legislature at Shirreff Hall at Dalhousie University from 2 to 4 pm IWD2020 halifax,,Neutral
1064,ICYMI womennspolitics will launch their scholarship fund and discuss their upcoming book examining all 50 women elected to the Nova Scotia legislature at Shirreff Hall at Dalhousie University from 2 to 4 pm IWD2020 halifax,,Neutral
1065,Dalhousie UniversityNova Scotia Health Authority IntensivistResearcher Department of Critical Care jobs mdjobs,,Neutral
1066,RT The 10 Most Economically Stable Countries1 Switzerland2 Canada3 Germany4 Denmark5 Japan6,,Neutral
1067,RT STATEMENT In response to the ongoing coronavirus COVID19 pandemic Hockey Canada has cancelled all sanctioned,,Neutral
1068,RT Aka I dont have any underlying medical condition and dont care about others health,,Neutral
1069,RT She got a 27 cuz she be on tour and one of the top artist in the world Yall got a 26 cuz yall smoke weed all d,top,Positive
1070,Lmfaoooo,,Neutral
1071,RT Southern University Baton Rouge Coronavirus update WeAreSouthern,,Neutral
1072,RT Yesterday I went to a Costco store where I stumbled across this couple loading their pickup with piles of Lysol wi,stumbled,Negative
1073,RT She got a 27 cuz she be on tour and one of the top artist in the world Yall got a 26 cuz yall smoke weed all d,top,Positive
1074,Dalhousie University,,Neutral
1075,EVENT Reflecting on 30 Years BSAC and the Mission to Break Barriers amp Fight Racism on March 23 2020 600 pm at Dalhousie Student Union Room 303 6136 University Ave HalifaxIn conversation with Senator Dr Wanda Thomas Bernard,,Neutral
1076,Common Good Solutions Joseph Huyer presenting to Ocean Science entrepreneurs at Dalhousie University looking to link UN Sustainable Development Goals to their work,work,Positive
1077,RT Despite 40 elections and more than 150 years in Canadian Confederation only 50 women have been elected as members of the Nova Scotia LegislatureA pair of students at Dalhousie University are hoping to inspire more women to run for office,inspire,Positive
1078,ritapurity DalhousieU imhotepslegacy bajanjules27 McMasterU dalfcs DalVPR Prof l am interested in one or two programs in Dalhousie university having check requirements and mail the admission team but yet to get a reply,,Neutral
1079,RT nelsonwhynder thanks to Chelsea and Morgan Dalhousie Womens Varsity Basketball players spending time with a NWES learner with aspirations to play basketball in university CoachAStamm AnneJohnsonMcD2 HRCERCH,aspirations,Positive
1080,RT nelsonwhynder thanks to Chelsea and Morgan Dalhousie Womens Varsity Basketball players spending time with a NWES learner with aspirations to play basketball in university CoachAStamm AnneJohnsonMcD2 HRCERCH,aspirations,Positive
1081,RT nelsonwhynder thanks to Chelsea and Morgan Dalhousie Womens Varsity Basketball players spending time with a NWES learner with aspirations to play basketball in university CoachAStamm AnneJohnsonMcD2 HRCERCH,aspirations,Positive
1082,nelsonwhynder thanks to Chelsea and Morgan Dalhousie Womens Varsity Basketball players spending time with a NWES learner with aspirations to play basketball in university CoachAStamm AnneJohnsonMcD2 HRCERCH,aspirations,Positive
1083,RT While wearing my cuts hurt kids ETFOeducators button the pharmacist assistant tells me that hes not friends with that guy ie DougFord as his child lost 80 of her OSAP and now he is using his retirement funds to pay for university CutsHurtParentsToo ETFOPeel ETFOcb,hurt,Negative
1084,The University of British Columbia Thunderbirds defeated the Bishops Gaiters 10366 in a mens quarterfinal of the U Sports Final 8 basketball championships in Ottawa UBC will face the winner of uOttawaDalhousie in a semifinal on Saturday night usports cdnhoops,defeated,Positive
1085,RT YES Canadian Soldier PrivilegedWMale Stands UpDalhousie University invited Al Qaida terrorist Omar Khadr to speak to studentsKhadr killed US Army Medic Christopher Speer amp Trudeau awarded him 10M for his alleged mistreatment at GuantanamoSpread this Soldiers Message,killed,Negative
1086,THE WILDEST PARTSEllery Platts and Travis Devonport two students from Dalhousie University are making a short film about me Today I took them out to scout locations one of themFull post hereBeaconsfield Nova Scotia,,Neutral
1087,Thanks to David Sarah Fraser amp the staff at the University of Dalhousie for the tour of their research labs and briefings on the variety of research that is being conducted,variety,Positive
1088,Today is the national quaterfinal for uOttawas men basketball team against Dalhousie UniversityGoodluck geegeesmbb Go GeeGees,,Neutral
1089,RT BTS Army using its powers for good during Corona Timesharing positive information and relief donation links Be l,good,Positive
1090,RT ALL RYERSONU STUDENT COMMUTERS Sign the petition below to let our voices be heard COVID19 CloseTheSchools,,Neutral
1091,RT University to move to alternate operations March 23 2020 All classes will move online Campus to remain open Vis,,Neutral
1092,RT To put US covid19 testing failure in context Canada has now tested more than 7600 people over a 1000 more th,failure,Negative
1093,justintrudeau Canada How to end the economic marginalization of people with disabilities,,Neutral
1094,Armond White is doing important work Press play and listen,important,Positive
1095,For each of these groups a clear majority of people are concerned about affordability Notable differences however are seen among those who are young and those who have higher levels of education Howard Ramos and Emma Kay Dalhousie University,clear,Positive
1096,RT Despite 40 elections and more than 150 years in Canadian Confederation only 50 women have been elected as members of the Nova Scotia LegislatureA pair of students at Dalhousie University are hoping to inspire more women to run for office,inspire,Positive
1097,Exterior Envelope Renewal Dairy Building Agricultural Campus Dalhousie University nsmash,,Neutral
1098,RT Tesla is working on a vehicle battery that lasts 1 million miles Researchers at Dalhousie University published a paper describing such a battery and thereafter Tesla filed a patent application with the papers author as a named inventor IP patents,,Neutral
1099,RT YES Canadian Soldier PrivilegedWMale Stands UpDalhousie University invited Al Qaida terrorist Omar Khadr to speak to studentsKhadr killed US Army Medic Christopher Speer amp Trudeau awarded him 10M for his alleged mistreatment at GuantanamoSpread this Soldiers Message,killed,Negative
1100,The Rock Crab curodsy of Dalhousie University,,Neutral
1101,RT Despite 40 elections and more than 150 years in Canadian Confederation only 50 women have been elected as members of the Nova Scotia LegislatureA pair of students at Dalhousie University are hoping to inspire more women to run for office,inspire,Positive
1102,RT In addition to his role as Medical Director with PRAXES Dr John Ross is a trauma team leader at Capital Health a professor at the Royal College emergency training program at Dalhousie University and much more Check out our latest blog telemedicine,trauma,Negative
1103,Despite 40 elections and more than 150 years in Canadian Confederation only 50 women have been elected as members of the Nova Scotia LegislatureA pair of students at Dalhousie University are hoping to inspire more women to run for office,inspire,Positive
1104,In addition to his role as Medical Director with PRAXES Dr John Ross is a trauma team leader at Capital Health a professor at the Royal College emergency training program at Dalhousie University and much more Check out our latest blog telemedicine,trauma,Negative
1105,RT JOB Limited Term Quantitative Research MethodsCrime and Society Dalhousie University,,Neutral
1106,RT JOB Government Relations Assistant Dalhousie University,,Neutral
1107,Tesla is working on a vehicle battery that lasts 1 million miles Researchers at Dalhousie University published a paper describing such a battery and thereafter Tesla filed a patent application with the papers author as a named inventor IP patents,,Neutral
1108,Tesla previously announced that it is working on a vehicle battery that lasts 1 million miles Researchers at Dalhousie University subsequently published a paper describing such a battery Shortly thereafter Tesla filed a patent a,,Neutral
1109,Natalia01Mateo It does pay You get terrorist training at Dalhousie University with regular George SORrOwS funding pay This is how he took down many a country Useful idiots,idiots,Negative
1110,RT Obiri Danso see your mates,,Neutral
1111,Canada not just for hockey or Celine anymore,,Neutral
1112,RT Some good news to cheer you upKorea and China are recovering Vietnam had their cases under control until British,good,Positive
1113,RT 27 as a full time artist Lmao mfs be having 19s without the tiniest bit of a part time job,,Neutral
1114,TUnit47 Change I dont believe they have come out with anything official yet but you can only assume if you play,,Neutral
1115,JOB Government Relations Assistant Dalhousie University,,Neutral
1116,JOB Limited Term Quantitative Research MethodsCrime and Society Dalhousie University,,Neutral
1117,Alyaism Fact Dalhousie University,,Neutral
1118,Government will continue work with universities to train more doctors and nurses this year12 new 1st year medical seats will be added at DalhousieU in August62 new 1st year nursing seats added at CBUniversity and 8 more at Dalhousie Universitys Yarmouth campus,work,Positive
1119,RT A pair of students at Dalhousie University are hoping to inspire women to run for office while recognizing the efforts and effect that their predecessors have had on Canadas Ocean Playground NSpoli,inspire,Positive
1120,RT Dalhousie University Novel COVID19 FAQ link,,Neutral
1121,Dalhousie University Novel COVID19 FAQ link,,Neutral
1122,RT A pair of students at Dalhousie University are hoping to inspire women to run for office while recognizing the efforts and effect that their predecessors have had on Canadas Ocean Playground NSpoli,inspire,Positive
1123,RT A pair of students at Dalhousie University are hoping to inspire women to run for office while recognizing the efforts and effect that their predecessors have had on Canadas Ocean Playground NSpoli,inspire,Positive
1124,RT A pair of students at Dalhousie University are hoping to inspire women to run for office while recognizing the efforts and effect that their predecessors have had on Canadas Ocean Playground NSpoli,inspire,Positive
1125,RT A pair of students at Dalhousie University are hoping to inspire women to run for office while recognizing the efforts and effect that their predecessors have had on Canadas Ocean Playground NSpoli,inspire,Positive
